gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4875658813	ba745fec-6b40-4edd-b035-5a27a1232760	05140567.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	RANCHO QUEMADO		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.67664	-83.57304							2023-05-14	14	5	2023	2434982	2434982	MACHINE_OBSERVATION				05140567.MP4	Adriana Valerio		CC_BY_NC_4_0					2025-02-01T00:36:48.736Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875658782	ba745fec-6b40-4edd-b035-5a27a1232760	05240607.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	Estacizxperimental Forestal Horizontes		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	10.738537	-85.572084							2022-05-24	24	5	2022	2434982	2434982	MACHINE_OBSERVATION				DDCFONAFIFO	Adriana Valerio		CC_BY_NC_4_0					2025-02-01T00:36:48.733Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875658766	ba745fec-6b40-4edd-b035-5a27a1232760	04260042.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera onca		SPECIES	Panthera onca (Linnaeus, 1758)	Panthera onca		CR	MOGOS		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74807	-83.40155							2019-04-26	26	4	2019	5219426	5219426	MACHINE_OBSERVATION				DDCFONAFIFO	Pablo Montenegro		CC_BY_NC_4_0					2025-02-01T00:36:48.734Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875658746	ba745fec-6b40-4edd-b035-5a27a1232760	04060544.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus wiedii		SPECIES	Leopardus wiedii (Schinz, 1821)	Leopardus wiedii		CR	RANCHO QUEMADO		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.67496	-83.57413							2023-04-06	6	4	2023	2434950	2434950	MACHINE_OBSERVATION				04060544.MP4	Adriana Valerio		CC_BY_NC_4_0					2025-02-01T00:36:48.730Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875658738	ba745fec-6b40-4edd-b035-5a27a1232760	04300245.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	Estacizxperimental Forestal Horizontes		PRESENT	2	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	10.726964	-85.5949							2021-04-30	30	4	2021	2435099	2435099	MACHINE_OBSERVATION				04300245.MP4	Adriana Valerio		CC_BY_NC_4_0					2025-02-01T00:36:48.731Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875658678	ba745fec-6b40-4edd-b035-5a27a1232760	05300485.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	RANCHO QUEMADO		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.70394	-83.55246							2019-05-30	30	5	2019	2435099	2435099	MACHINE_OBSERVATION				DDCFONAFIFO	Pablo Montenegro		CC_BY_NC_4_0					2025-02-01T00:36:48.725Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875658604	ba745fec-6b40-4edd-b035-5a27a1232760	05020012.MP4/DDC/fonafifo_2665	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	RANCHO QUEMADO		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.67738	-83.58411							2019-05-02	2	5	2019	2435099	2435099	MACHINE_OBSERVATION				05020012.MP4	Pablo Montenegro		CC_BY_NC_4_0					2025-02-01T00:36:48.720Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875658557	ba745fec-6b40-4edd-b035-5a27a1232760	05100212.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	MOGOS		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.74807	-83.40155							2019-05-10	10	5	2019	2435099	2435099	MACHINE_OBSERVATION				DDCFONAFIFO	Pablo Montenegro		CC_BY_NC_4_0					2025-02-01T00:36:48.716Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875658546	ba745fec-6b40-4edd-b035-5a27a1232760	03230128.MP4/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	RANCHO QUEMADO		PRESENT	1	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.67664	-83.57304							2023-03-23	23	3	2023	2434982	2434982	MACHINE_OBSERVATION				03230128.MP4	Adriana Valerio		CC_BY_NC_4_0					2025-02-01T00:36:48.715Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875658466	ba745fec-6b40-4edd-b035-5a27a1232760	3040032.JPG/DDC/fonafifo	Animalia	Chordata	Mammalia	Carnivora	Felidae	Leopardus	Leopardus pardalis		SPECIES	Leopardus pardalis (Linnaeus, 1758)	Leopardus pardalis		CR	AGUA BUENA-RINCŒ		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.69628	-83.50129							2018-03-04	4	3	2018	2434982	2434982	MACHINE_OBSERVATION				DDCFONAFIFO	Adriana Valerio		CC_BY_NC_4_0					2025-02-01T00:36:48.709Z		CONTINENT_DERIVED_FROM_COORDINATES;RECORDED_DATE_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
4875658383	ba745fec-6b40-4edd-b035-5a27a1232760	EK000033.JPG/DDC/fonafifo_2317	Animalia	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor		SPECIES	Puma concolor (Linnaeus, 1771)	Puma concolor		CR	RANCHO QUEMADO		PRESENT	27	5ba1c336-40f9-4468-a050-f83a3fa0b3a2	8.68927	-83.5835							2019-04-16	16	4	2019	2435099	2435099	MACHINE_OBSERVATION				DDCFONAFIFO	Jonathan Sanchez		CC_BY_NC_4_0					2025-02-01T00:36:48.703Z		CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
